GeneName	MeanExpression
FREM3	0
GYPE	0.000231126102220722
AC098588.3	0.000597452307178411
ANAPC10	0.115735584558064
ABCE1	0.0852424353751117
OTUD4	0.170027889656198
SMAD1	0.059692457379593
SMAD1-AS2	0.000462252204441444
MMAA	0.03024276380496
AC093864.1	0
C4orf51	0.000231126102220722
ZNF827	0.0131175359303506
LINC01095	0
LSM6	0.0917532403405451
REELD1	0
SLC10A7	0.193478903110824
TMEM184C	0.0732371136318717
PRMT9	0.165824223399924
ARHGAP10	0.157832297324819
NR3C2	0.057233589500122
AC069272.1	0
AC002460.2	0.0114037272153218
IQCM	0
DCLK2	0.00115563051110361
LRBA	0.379261511840826
AC110813.1	0.000231126102220722
RPS3A	0.873479324837372
SH3D19	0.0299901176890221
AC095055.1	0
FAM160A1	0.0181422686553538
GATB	0.0427628474281322
AC092611.1	0.000231126102220722
LINC02273	0.00670265696440094
FBXW7	1.1144329820149
AC023424.3	0.349832476011584
MIR4453HG	0.00600927865773877
TMEM154	0.561862053069063
ARFIP1	0.224760227710245
FHDC1	0
TRIM2	0.00970729629327031
MND1	0
TMEM131L	1.15297625869848
AC106865.2	0.0588109929981443
TLR2	1.095775059021
RNF175	0.0516071860226075
AC020703.1	0.00914911808934512
AC079298.3	0
PLRG1	0.0442455300409403
MAP9	0.000462252204441444
AC107208.1	0.000231126102220722
GUCY1A1	0.0379095755780558
AC104083.1	0
GUCY1B1	0.00905319208986136
CTSO	0.103754419863045
PDGFC	0.154660059177489
AC093817.2	0
AC084740.1	0.000462252204441444
GASK1B	0.226336255604933
FAM198B-AS1	0.35337455085788
AC098679.6	0.00762716137328382
AC098679.1	0
TMEM144	0.254404573351866
AC098679.5	0.000231126102220722
RXFP1	0.00545110045381357
C4orf46	0.00993842239549103
ETFDH	0.0840656611468497
PPID	0.0482924960884522
FNIP2	0.328617145929743
C4orf45	0.0120185573154775
RAPGEF2	0.76764519056054
LINC02233	0
FSTL5	0
AC021134.1	0
AC022272.1	0.000231126102220722
NAF1	0.0630063947206308
TKTL2	0
TMA16	0.130190380757311
MARCH1	1.52730135917439
AC093788.1	0
SMIM31	0
TMEM192	0.102358646122816
KLHL2	0.378884988250366
MSMO1	0.0199553929974885
TLL1	0
SPOCK3	0.0440944573314611
ANXA10	0
AC068989.1	0
DDX60	0.275436206293317
DDX60L	0.827874895732848
PALLD	0.0551654850381035
CBR4	0.17968913259097
SH3RF1	0.180259190671491
AC096741.1	0.0154114191595805
NEK1	0.204058946730604
AC084724.1	0.000462252204441444
CLCN3	0.151019329991328
HPF1	0.0476950437812738
MFAP3L	0
GALNTL6	0.00924504408882887
AC105285.1	0.0169507536686191
GALNT7	0.336437140568892
AC097534.1	0.0149272706448632
HMGB2	0.205469484095591
AC097534.2	0.00485364814663516
SAP30	0.0544543526419053
SCRG1	0.012480809519919
AC093849.4	0.0389473837793998
AC093849.3	0.000231126102220722
HAND2-AS1	0
FBXO8	0.0454404346552971
CEP44	0.0657666723750419
HPGD	0.00901391798660815
GPM6A	0.0118051853027929
WDR17	0.0197812950880571
AC019163.1	0.0287208070888986
SPCS3	0.212129101032557
AC097518.2	0
AGA	0.0286815329856454
AC078881.1	0.045790135660395
LINC01098	0
TENM3	0
DCTD	0.0472720656800855
WWC2	0.110537206444781
CDKN2AIP	0.0168722054621127
AC107214.1	0.0106318007021532
ING2	0.0250794413495976
RWDD4	0.0423965212231745
TRAPPC11	0.260659123223321
STOX2	0.000231126102220722
ENPP6	0
LINC02363	0.0133093879293181
LINC02362	0.0250620635566203
IRF2	0.354428959524982
AC099343.2	0.000231126102220722
AC099343.3	0.076088798768468
AC099343.4	0
LINC02427	0
LINC02365	0
CASP3	0.0884434452202471
PRIMPOL	0.0466791318902057
CENPU	0.00670265696440094
ACSL1	1.14897739032303
AC084871.1	0.227615927352494
AC084871.3	0.0189916144853524
MIR3945HG	0.0427628474281322
LINC01093	0
LINC02436	0
SLC25A4	0
CFAP97	0.0340759815432285
SNX25	0.0305875699962005
LRP2BP	0.012480809519919
AC112722.1	0
ANKRD37	0.0308538279809347
UFSP2	0.05742423638482
C4orf47	0.0217696462292996
AC106897.1	0
SORBS2	0
CYP4V2	0.016776279462629
KLKB1	0.000462252204441444
F11-AS1	0
LINC02492	0
AC097521.1	0
LINC01060	0.000231126102220722
FRG1-DT	0.00591335265825502
FRG1	0.163343795691351
CCDC127	0.012480809519919
SDHA	0.170154429020897
AC021087.1	0.000462252204441444
PDCD6	0.147765810470701
AHRR	0
EXOC3-AS1	0.000231126102220722
EXOC3	0.134106721536285
SLC9A3-AS1	0
CEP72	0.00776236147602079
ZDHHC11	0
BRD9	0.231277059337804
SLC12A7	0.210684939929885
CLPTM1L	0.0822332775289437
AC026748.3	0
LPCAT1	0.166299314972352
AC091849.2	0
AC026412.3	0.000231126102220722
MRPL36	0.0169114795653659
NDUFS6	0.232085999216281
AC124852.1	0
LSINCT5	0
AC106799.2	0
ADAMTS16	0
AC091978.1	0.0068378570671379
ICE1	0.23296855903679
MED10	0.102537995234971
AC093307.1	0
NSUN2	0.145323115269938
SRD5A1	0.162410574227529
LINC02102	0.000231126102220722
TENT4A	0.247003571990331
LINC02236	0.000231126102220722
LINC02196	0.000462252204441444
ADCY2	0
MTRR	0.0553222051545576
FASTKD3	0.0115563051110361
MIR4458HG	0
SEMA5A	0.000693378306662166
LINC02112	0
ATPSCKMT	0.0369846948726141
AC012640.1	0
CCT5	0.140604290929481
CMBL	0.000231126102220722
AC012640.2	0
MARCH6	0.476159135340616
ROPN1L	0.00822461368046223
ANKRD33B	0.00762716137328382
DAP	0.260287469591047
AC012629.2	0
CTNND2	0.000231126102220722
TRIO	0.716016140565983
OTULINL	0.266120522142902
AC010491.1	0
OTULIN	0.176530410180152
ANKH	0.0618292441958101
AC016575.1	0
FBXL7	0
LINC02150	0
ZNF622	0.0397582080992628
RETREG1	0.103713693931865
AC024588.1	0.000462252204441444
MYO10	0.0275304209918404
BASP1	0.148378079760946
BASP1-AS1	0.0112077329956145
LINC02218	0.000231126102220722
LINC02223	0
LINC02100	0.0871578857168226
CDH18	0
LINC02241	0.000231126102220722
CDH12	0.00808941357772526
C5orf17	0.0107364636642685
AC114930.1	0
LINC02228	0
LINC02211	0.0168499527629705
AC099499.1	0.000462252204441444
AC113355.1	0
AC008825.1	0
LINC02109	0
DROSHA	0.102389559559997
C5orf22	0.0374295692840782
PDZD2	0.022170728020212
AC025178.1	0.00970729629327031
GOLPH3	0.350797191148824
AC025181.2	0.00993842239549103
MTMR12	0.11977313727442
ZFR	0.432992562722299
SUB1	0.399333183684814
AC010343.3	0.000231126102220722
AC034231.1	0.000462252204441444
TARS	0.0815398992222816
ADAMTS12	0
AMACR	0.000231126102220722
C1QTNF3	0
AC138409.3	0.000231126102220722
RAI14	0
TTC23L	0
RAD1	0.0385240293816528
BRIX1	0.042588373222142
DNAJC21	0.145695145198772
PRLR	0.217305643009666
SPEF2	0.0312405652176256
AC137810.1	0.000693378306662166
IL7R	0.112212204768886
LMBRD2	0.0673671772976096
SKP2	0.0202257932029625
NADK2	0.0366969168741628
SLC1A3	0.0455374895444572
AC008957.2	0
AC008957.1	0.0203217192024462
NIPBL-DT	0.0248090411441237
NIPBL	1.0318266662102
CPLANE1	0.0800583454991498
AC025449.2	0
NUP155	0.0641835452454515
WDR70	0.693620086783642
LIFR	0
OSMR	0.0123848835204352
RICTOR	0.694481812160751
AC008964.1	0.0368887688731304
FYB1	1.92685852131167
DAB2	0.0324754766206608
AC114977.1	0.000231126102220722
TTC33	0.128525315793592
PTGER4	0.15582122105559
PRKAA1	0.1274301031029
RPL37	1.14633199499153
CARD6	0.0494266065858387
C7	0.000231126102220722
C6	0
OXCT1	0.0512540953898874
C5orf51	0.036156116463215
FBXO4	0.0266973240651427
GHR	0
CCDC152	0.0109981269071109
SELENOP	0.000231126102220722
AC008945.2	0
AC008875.3	0.158721273646937
AC008875.2	0.0215340016097804
AC025171.1	0.0893811852013676
AC025171.3	0.0583623526624992
ANXA2R	0.0296453114977815
AC025171.2	0.15871594621962
AC025171.4	0.0106318007021532
ZNF131	0.377904053803237
NIM1K	0.00743530937431631
HMGCS1	0.0876727039136556
CCL28	0
TMEM267	0.0767693940240445
AC114956.3	0.020282445099193
C5orf34	0.00785828747550454
AC114956.2	0
AC114956.1	0.000462252204441444
PAIP1	0.0652043519503769
NNT-AS1	0.0392570580881269
NNT	0.201096294764086
MRPS30	0.0323969284141543
AC093297.2	0
HCN1	0
AC122694.1	0
EMB	0.231939125044442
PARP8	1.14813572452054
AC022126.1	0.000462252204441444
PELO	0.00808941357772526
ITGA1	0.0151236411611292
ITGA2	0
MOCS2	0.0171818797708399
FST	0.000231126102220722
NDUFS4	0.250493869395537
ARL15	1.03872065462638
AC025175.2	0.000231126102220722
LINC01033	0.00554702645329733
SNX18	0.0879158803815368
AC016583.2	0.000597452307178411
GZMK	0.0109807491141336
GZMA	0.038197353576507
CDC20B	0.000231126102220722
AC026704.1	0.0379877474880034
DHX29	0.197493750606886
MTREX	0.295545948994104
PLPP1	0.0533383725306136
SLC38A9	0.248658053376031
IL31RA	0.11671267486703
IL6ST	0.445198516201115
AC008914.1	0
AC008892.1	0.0560201019785183
AC016596.1	0.000231126102220722
ANKRD55	0.0169507536686191
LINC01948	0.0301249414952003
C5orf67	0.000231126102220722
MAP3K1	0.950697543575278
AC008937.2	0.116867437276097
AC008937.1	0.000693378306662166
SETD9	0.0279096064724769
MIER3	0.0236141365297669
AC008937.3	0
AC016644.1	0.00637560486269646
GPBP1	0.543434015524471
PLK2	0.0153721450563273
GAPT	0.0491777263940819
RAB3C	0.000693378306662166
PDE4D	0.602159961590172
AC092343.1	0
PART1	0.00647153086218021
DEPDC1B	0.0068378570671379
ELOVL7	0
AC104113.1	0
ERCC8	0.144008127607876
NDUFAF2	0.156842780353633
SMIM15	0.0212069495080759
SMIM15-AS1	0.0115563051110361
LINC02057	0.000231126102220722
ZSWIM6	1.45642356133716
KIF2A	0.205936364492539
DIMT1	0.0699231762908339
IPO11	0.0885167422240299
RNF180	0
SREK1IP1	0.163373243757682
CWC27	0.249110255696177
ADAMTS6	0.00995617648502715
CENPK	0.0162966494652102
PPWD1	0.154681839447787
TRIM23	0.0561292635502397
SHLD3	0.000231126102220722
TRAPPC13	0.089612687600147
SGTB	0.113518368052546
NLN	0.224485467801429
AC010359.2	0
ERBIN	0.852864108636507
AC010359.3	0.0372331987678122
AC025442.2	0.0435173961483234
SREK1	0.342947920800224
AC092353.2	0
MAST4	0.0192839110011022
CD180	0.0279315027827527
AC112206.2	0.000693378306662166
PIK3R1	0.278207877852556
AC093523.1	0
SLC30A5	0.164099216003232
AC010273.2	0.0129430617243604
CCNB1	0.000231126102220722
CENPH	0.00808941357772526
MRPS36	0.0816188237253467
CDK7	0.0597966678205563
CCDC125	0.0787921443623754
AK6	0.0203783710986768
TAF9	0.0408666563621924
RAD17	0.058078340588229
OCLN	0.0129430617243604
GTF2H2C	0.0506777867998673
SMN2	0.0140027662359803
AC146944.4	0
SERF1A	0
SMN1	0.0113251790088154
NAIP	0.469414533787842
GTF2H2	0.0992670979213678
BDP1	0.351494445054876
MCCC2	0.0944365312915856
MRPS27	0.110959732024817
PTCD2	0.0204569193051832
ZNF366	0.034264067618015
AC063979.2	0
TNPO1	0.261187120675491
FCHO2	0.125255979983124
AC099522.2	0
BTF3	0.275249928435323
ANKRA2	0.0799046387137592
UTP15	0.0195890667925308
ARHGEF28	0
LINC01331	0
ENC1	0.0351530638478257
HEXB	0.27439570769916
GFM2	0.0837344668244055
NSA2	0.144442403481607
FAM169A	0.00670265696440094
AC116337.3	0.000693378306662166
GCNT4	0.00581742665877126
ANKRD31	0.000231126102220722
AC008897.2	0.000231126102220722
HMGCR	0.0887270809979586
CERT1	0.719295301962351
POLK	0.44680123908765
AC010245.1	0
AC010245.2	0
ANKDD1B	0.0152709678541199
POC5	0.0823518524318209
SV2C	0.0089179919871244
AC113404.1	0.000231126102220722
IQGAP2	1.05431157962383
AC026725.1	0.000231126102220722
F2RL2	0.016257375361957
AC025188.1	0.00832053967994598
F2R	0.000462252204441444
F2RL1	0.000462252204441444
S100Z	0.466350054852508
CRHBP	0.0056822265560343
AGGF1	0.107862932620645
ZBED3	0.0247523892478932
ZBED3-AS1	0.0127119356221397
PDE8B	0.0119226313159938
WDR41	0.177629388795025
TBCA	0.342456316661739
AP3B1	0.885217270581001
SCAMP1-AS1	0.0140420403392335
SCAMP1	0.126423660859889
LHFPL2	0.0768259696956819
ARSB	0.359841124224532
DMGDH	0.0127904838286461
JMY	0.0938904034533209
HOMER1	0.0262350718607013
TENT2	0.664586581019599
CMYA5	0.000231126102220722
MTX3	0.0182982361786903
THBS4	0.00485364814663516
AC012636.1	0.00624040475995949
SERINC5	0.415929943134266
AC010260.1	0.0297805116005185
ZFYVE16	0.307377549124472
AC008771.1	0.132631966976091
FAM151B	0.106917737015756
ANKRD34B	0.000231126102220722
LINC01337	0
DHFR	0.103536153036503
MSH3	0.292016887740491
RASGRF2	0.037988500081121
CKMT2-AS1	0.041455015317873
CKMT2	0.000462252204441444
ZCCHC9	0.0651299459646103
ACOT12	0
AC010623.1	0
SSBP2	0.501355746881619
AC026726.1	0
ATG10	0.103422588987462
RPS23	1.11631121285908
ATP6AP1L	0.0123848835204352
AC104118.1	0
TMEM167A	0.179229517421033
XRCC4	0.381303786537916
VCAN	2.18618775303462
VCAN-AS1	0.416492136706827
EDIL3	0
AC113383.1	0
COX7C	0.382630857686801
AC109492.1	0.000693378306662166
RASA1	0.456905277376183
CCNH	0.665105216674013
AC018754.1	0.00799348757824151
TMEM161B	0.109776201407597
TMEM161B-AS1	0.108525021193568
MEF2C-AS2	0.0578785804443407
MEF2C	1.05272172402247
MEF2C-AS1	0.0895118866944984
CETN3	0.0203217192024462
AC093510.1	0
MBLAC2	0.00693378306662166
POLR3G	0.000231126102220722
LYSMD3	0.117631831940904
ADGRV1	0.00974657039652353
LUCAT1	0.122575946569236
ARRDC3	0.167445648192278
ARRDC3-AS1	0.0837250734009421
AC093298.2	0.000693378306662166
AC114316.1	0
AC124854.1	0
NR2F1-AS1	0.000231126102220722
FAM172A	0.740181554900431
AC106818.2	0.0363698647724584
POU5F2	0.0333040550300599
AC099501.1	0
AC114980.1	0.0140420403392335
AC117528.1	0.000231126102220722
KIAA0825	0.154418202447065
SLF1	0.1470637151091
MCTP1	1.36579516717604
AC008534.1	0.0164885014641777
FAM81B	0
TTC37	0.218872237214481
ARSK	0.0108629268043739
RFESD	0.000231126102220722
SPATA9	0.000462252204441444
AC008840.1	0
RHOBTB3	0.0375647693868152
GLRX	0.175361167800252
LINC01554	0
AC008592.1	0
ELL2	0.251822108162145
AC104123.1	0.0663694720172296
AC008592.2	0
PCSK1	0
CAST	0.928420963373348
AC020900.1	0.000231126102220722
ERAP1	0.176511903497498
AC008906.1	0.0179711840769858
AC008906.2	0
AC009126.1	0.0440710558349501
ERAP2	0.342775294626414
LNPEP	0.338695490884949
LIX1-AS1	0.0263665060392572
LIX1	0.000462252204441444
RIOK2	0.0420872232110061
AC008883.3	0
AC008883.1	0.000924504408882888
LINC01340	0
RGMB	0
CHD1	0.914528624785674
LINC02062	0.073908595628258
AC021086.1	0.000597452307178411
FAM174A	0.0318213724172518
ST8SIA4	0.481492364434588
SLCO4C1	0.0410067512787867
AC099487.2	0
PAM	0.24863378475188
GIN1	0.0245038853526951
PPIP5K2	0.338720649107761
C5orf30	0
NUDT12	0
LINC02163	0
AC099520.1	0
EFNA5	0.00716490916884238
FBXL17	0.651635093318136
AC008462.1	0.0101695484977118
LINC01023	0
FER	0.38066854057962
AC008871.1	0.000924504408882888
AC116428.1	0
AC008467.1	0.010073622498228
PJA2	0.324309076967933
MAN2A1	0.588101116480464
TMEM232	0.000693378306662166
SLC25A46	0.0981994852648272
WDR36	0.0979543709972514
CAMK4	0.0885018421676694
AC010468.2	0
AC010275.1	0.00868686588490367
STARD4	0.0328244250326411
STARD4-AS1	0.0219048463320366
NREP	0.0263094778464679
EPB41L4A	0.000231126102220722
EPB41L4A-AS1	0.041354194504532
APC	0.375563613203865
SRP19	0.112943188352202
REEP5	0.216106179611601
DCP2	0.300199384475699
MCC	0.0120578314187307
AC079465.1	0
YTHDC2	0.30506664449113
KCNN2	0
TRIM36	0.0146394926464119
PGGT1B	0.189779323972157
CCDC112	0.100017504420819
FEM1C	0.136169478663295
TICAM2	0.0924602305160036
AC010226.1	0.0228641063268742
TMED7	0.0751423980493092
ATG12	0.167943612515472
AP3S1	0.136370743993418
AC034236.2	0
COMMD10	0.693279285652901
AC018752.1	0
SEMA6A	0.0119226313159938
SEMA6A-AS1	0.0736687524710982
LINC02147	0.000366326204957689
LINC02208	0.000231126102220722
AC093206.1	0
DTWD2	0.0647077204565396
AC008629.1	0.00822461368046223
DMXL1	0.463431569328438
TNFAIP8	0.533674754319042
HSD17B4	0.163878892378424
AC008574.1	0.0108629268043739
AC113418.1	0.000924504408882888
PRR16	0.110744919375382
SRFBP1	0.127404817165002
AC119150.1	0
LINC02201	0.000231126102220722
SNX2	0.512572622244561
SNX24	0.0901142139078417
CEP120	0.0719289052250538
CSNK1G3	0.201140820070062
LINC01170	0
ZNF608	0
LINC02240	0
AC116362.1	0.000462252204441444
GRAMD2B	0.0155073451590643
AC093535.1	0.00624040475995949
ALDH7A1	0.0146961445426425
PHAX	0.042204669224207
LMNB1-DT	0.0177226801817877
LMNB1	0.163234257823071
MARCH3	0.0627922900225211
C5orf63	0.000462252204441444
PRRC1	0.0654569980663147
CCDC192	0
LINC01184	0.0655540529554748
SLC12A2	0.0415860731998702
FBN2	0.204254585012469
SLC27A6	0.0188042810036835
ISOC1	0.0131741878265811
ADAMTS19	0
AC008591.1	0
CHSY3	0
AC006525.1	0.000231126102220722
HINT1	0.225080823494956
LYRM7	0.0489073261886079
CDC42SE2	1.01272011734812
RAPGEF6	0.406481882227379
FNIP1	0.705210434702903
MEIKIN	0.0169333758756418
ACSL6	0.000462252204441444
P4HA2	0.0735641657335761
SLC22A4	0.152981586284654
MIR3936HG	0.0186471845906706
SLC22A5	0.0179711840769858
C5orf56	0.397868107538763
AC116366.2	0.0160262492597362
AC116366.1	0.0354978700390663
IRF1	1.46536852224466
RAD50	0.194332391161563
TH2LCRR	0.0117874312132568
AC004039.1	0.000462252204441444
KIF3A	0.0138109142370128
SEPTIN8	0.000693378306662166
SHROOM1	0.0348433895390985
GDF9	0
UQCRQ	0.139474698949393
LEAP2	0
AFF4	0.69287409114992
ZCCHC10	0.123008526408951
AC113410.5	0
AC113410.4	0
HSPA4	0.151820684663134
FSTL4	0
C5orf15	0.0812521212238303
VDAC1	0.0826566319266907
AC008608.2	0
TCF7	0.0988687065232676
SKP1	0.271023913347622
PPP2CA	0.451942122944068
CDKL3	0.0287208070888987
UBE2B	0.4335084001336
AC109454.2	0.0113251790088154
CDKN2AIPNL	0.012480809519919
AC109454.3	0.000231126102220722
AC005355.1	0.00138675661332433
JADE2	0.0619901065330039
SAR1B	0.107814245186236
SEC24A	0.112870343869572
CAMLG	0.090135357625
DDX46	0.333308294011455
C5orf24	0.080672423006188
TXNDC15	0.0667652064731327
PCBD2	0.167433069080872
C5orf66	0.0694994455965281
H2AFY	0.758283220669327
TIFAB	0.00961137029378656
TGFBI	0.349140034330026
SMAD5	0.0778600119728449
SPOCK1	0.111118105401309
KLHL3	0.0101695484977118
HNRNPA0	0.119065770802402
AC106791.1	0.0201124894105014
MYOT	0.000231126102220722
PKD2L2	0.0446296103354341
FAM13B	0.389458035494657
AC113382.1	0
NME5	0.000231126102220722
BRD8	0.0491210744978513
CDC23	0.0314157721090409
GFRA3	0
CDC25C	0.000231126102220722
FAM53C	0.186366546391451
KDM3B	0.37885696715629
EGR1	0.088806081725617
ETF1	0.438013030008431
HSPA9	0.317736292678953
CTNNA1	0.403107997626959
LRRTM2	0
SIL1	0.340114467008417
AC011405.1	0.0367928428736466
MATR3	0
SNHG4	0.000231126102220722
MATR3.1	0.0392347854812923
PAIP2	0.241689461365146
AC135457.1	0
SLC23A1	0.000231126102220722
MZB1	0.00624040475995949
SPATA24	0.000462252204441444
DNAJC18	0.0108629268043739
TMEM173	0.116871955793396
UBE2D2	0.400995553758765
CXXC5	0.0506430312139126
AC008667.1	0.000231126102220722
NRG2	0.000231126102220722
MALINC1	0.000231126102220722
PURA	0.138834206614781
IGIP	0.00647153086218021
AC011379.2	0.010073622498228
CYSTM1	0.199094331754047
AC011379.1	0.00808941357772526
PFDN1	0.158694049909344
HBEGF	0.0712317609942106
AC008438.1	0.0198028151017742
ANKHD1	0.763522875352692
SRA1	0.183772382276957
EIF4EBP3	0.0314550462122941
APBB3	0.0263876497564155
SLC35A4	0.0436088036305086
CD14	0.567401641365872
NDUFA2	0.122558700866729
TMCO6	0.0149272706448632
IK	0.162818435273686
WDR55	0.0483272516744069
DND1	0
HARS	0.0521649879299739
HARS2	0.0488725706026533
ZMAT2	0.10319209943838
TAF7	0.118272324275517
AC005618.4	0
DIAPH1	0.740892606607985
AC008781.2	0.0411570913028408
AC008781.1	0.00762716137328382
HDAC3	0.0860275974605178
RELL2	0.0131741878265811
FCHSD1	0.0258294715524903
ARAP3	0.0528017143404056
AC005740.5	0
DELE1	0.110125506208443
PCDH12	0.000462252204441444
RNF14	0.046613442959378
AC005740.3	0.000231126102220722
GNPDA1	0.0321484245189563
NDFIP1	0.416803199710786
SPRY4-AS1	0
FGF1	0
LINC01844	0.000231126102220722
ARHGAP26	2.21488592397694
ARHGAP26-AS1	0.0824039858107529
ARHGAP26-IT1	0
NR3C1	0.943117368409697
AC008696.2	0.00706898316935862
YIPF5	0.059496086863327
KCTD16	0
AC132803.1	0
PRELID2	0.0184515666675221
PLAC8L1	0.000462252204441444
AC091887.1	0.00924504408882887
LARS	0.197668601109435
RBM27	0.244862514787264
TCERG1	0.390723127649447
PPP2R2B	0.00958985028006947
DPYSL3	0.000462252204441444
JAKMIP2-AS1	0
JAKMIP2	0.00115563051110361
AC011346.1	0.0143124405447074
FBXO38	0.186752412036453
AC114939.1	0.00693378306662166
ADRB2	0.0719678030317482
SH3TC2	0.00577815255551805
GRPEL2	0.000231126102220722
PCYOX1L	0.026466197962922
CSNK1A1	0.715896886368897
ARHGEF37	0.0373683988705491
PPARGC1B	0.23733698313734
PDE6A	0.0104006745999325
SLC26A2	0.0315335944188005
TIGD6	0.000231126102220722
HMGXB3	0.121036744150668
CSF1R	0.253346210992964
PDGFRB	0
SLC6A7	0
TCOF1	0.197044733974682
CD74	2.10921409129229
RPS14	1.26303306771892
NDST1-AS1	0
NDST1	0.117932036601575
RBM22	0.0821332093087202
DCTN4	0.332040168617908
SMIM3	0.0110940529065946
IRGM	0
ZNF300	0
TNIP1	0.160711905433818
ANXA6	0.114596202950261
CCDC69	0.353852512028698
GM2A	0.109528430197824
SLC36A1	0.184227855226155
FAT2	0.000462252204441444
AC011337.1	0
SPARC	0
CLMAT3	0.000231126102220722
AC011374.2	0
ATOX1	0.149182371539222
AC091982.1	0.00660673096491718
G3BP1	0.159125312452012
GLRA1	0
LINC01933	0
AC008571.2	0
LINC01470	0
GRIA1	0
FAM114A2	0.0268717982711329
MFAP3	0.0306090900099176
GALNT10	0.217213176046604
SAP30L-AS1	0.0545940712619408
SAP30L	0.0412582685050482
LARP1	0.41154415519562
FAXDC2	0.0193756947798462
CNOT8	0.208769433271273
GEMIN5	0.0324932307101969
MRPL22	0.0375428730765393
SGCD	0.000231126102220722
TIMD4	0
HAVCR1	0.000462252204441444
HAVCR2	0.161480066022805
AC011377.1	0.00716490916884238
MED7	0.0247131151446399
ITK	0.064451384641014
AC010609.1	0.0197068891022905
CYFIP2	0.114260810090176
AC008676.1	0.000462252204441444
ADAM19	0.155331464949282
SOX30	0
THG1L	0.0260998717579643
LSM11	0.00855166578216671
CLINT1	0.38614257942446
LINC02227	0
AC091939.1	0
EBF1	0.00837756787273531
RNF145	0.296852685665302
UBLCP1	0.0655921981690517
AC008691.1	0.00277351322664866
LINC01847	0
TTC1	0.231121035497568
PWWP2A	0.212338350732195
FABP6	0
CCNJL	0
ZBED8	0.000231126102220722
SLU7	0.175669356830436
PTTG1	0.00808941357772526
MIR3142HG	0
ATP10B	0
GABRA6	0
AC113414.1	0.0171818797708399
CCNG1	0.0305305418034112
NUDCD2	0.0234789364270299
HMMR	0.000693378306662166
MAT2B	0.0966242662801576
AC109466.1	0
AC008415.1	0
TENM2	0
WWC1	0
RARS	0.194546215695399
PANK3	0.081575031104795
SLIT3	0
SPDL1	0.00624040475995949
DOCK2	1.58119309240378
AC008680.1	0.000231126102220722
INSYN2B	0.220415637719666
C5orf58	0.0179711840769858
LCP2	0.875448255916277
LINC01366	0.0115563051110361
AC034199.1	0
KCNIP1	0.00947617019104959
KCNMB1	0.0914261882388406
AC008619.1	0
RANBP17	0.0112118752163543
NPM1	0.216188493742289
FBXW11	0.37250052543708
STK10	0.950595584219444
UBTD2	0.0724447959946623
SH3PXD2B	0.0265273683764511
AC022217.2	0.000693378306662166
AC022217.3	1.02616899216691
DUSP1	1.59067341532969
ERGIC1	0.37280449602193
AC008429.1	0
AC008429.3	0
RPL26L1	0.0256376195535228
ATP6V0E1	0.24457014204692
CREBRF	0.356910100011288
AC008378.1	0.000231126102220722
BNIP1	0.02471311514464
BOD1	0.0144650184404217
LINC01485	0
CPEB4	0.359246152127287
LINC01951	0
SFXN1	0.0440189224560181
HRH2	0.487037065027858
CPLX2	0.000693378306662166
AC138965.2	0
THOC3	0.0336484849247417
FAM153B	0
SIMC1	0.174420943233813
KIAA1191	0.0235574846335363
AC138956.1	0.00485364814663516
AC138956.2	0.000924504408882888
ARL10	0.0141379663387172
NOP16	0.0267539759613732
HIGD2A	0.163116002899852
CLTB	0.100475238107962
FAF2	0.19885597387543
RNF44	0.119222490918856
CDHR2	0.0321091504157031
GPRIN1	0
TSPAN17	0.032898454721849
UNC5A	0
HK3	0.292520146040384
UIMC1	0.32568570747237
ZNF346	0.0646110418639383
NSD1	0.493283977595303
AC146507.3	0
RAB24	0.0741612417441958
MXD3	0.0413194389185773
PRELID1	0.171013940775169
LMAN2	0.144220370730884
RGS14	0.0776847851737372
F12	0
GRK6	0.164253559341762
PRR7-AS1	0.0108629268043739
PRR7	0.0208406233031182
DBN1	0.000231126102220722
PDLIM7	0.0488854298783321
AC145098.1	0
DOK3	0.208893711898026
DDX41	0.043107277322814
FAM193B	0.142132327665977
TMED9	0.138759800629014
B4GALT7	0.0211895717150986
AC139795.2	0.0176834060785345
FAM153A	0.00951544429430281
AC140125.3	0.000231126102220722
AC106795.3	0.00914911808934512
FAM153CP	0.0143298183376848
N4BP3	0
RMND5B	0.0803672672147594
NHP2	0.0573456881783136
HNRNPAB	0.142588876146543
PHYKPL	0.427386243118707
COL23A1	0.0122496834176983
CLK4	0.105851932576009
ZNF354A	0.0582135406909659
ZNF354B	0.0247523892478932
ZNF879	0.00832053967994598
ZNF354C	0.0089179919871244
ADAMTS2	0.000231126102220722
RUFY1	0.189290656940141
AC136604.2	0.0279707768860059
HNRNPH1	0.505530748311179
AC136604.3	0
CANX	0.261233926627106
MAML1	0.132305347487846
LTC4S	0
MGAT4B	0.0428761512205933
SQSTM1	0.444373857337164
MRNIP	0.0232870844280624
TBC1D9B	0.126689166251505
RNF130	1.06722801833799
AC010285.3	0.0129430617243604
RASGEF1C	0
MAPK9	0.0710569104916616
AC008610.1	0
GFPT2	0
AC034213.1	0
CNOT6	0.117882992778299
SCGB3A1	0.00614447876047574
MGAT1	0.311856943013535
HEIH	0.038811807380104
LINC00847	0.0180671100764695
ZFP62	0.0158910491569993
LINC01962	0
AC008443.5	0.000231126102220722
TRIM7	0.00970729629327031
