GeneName	VarianceExpression
UBE2D3-AS1	0.0120601904449697
CISD2	0.0356349432838481
SLC9B1	0.0109548124324435
SLC9B2	0.00663656638165081
BDH2	0.00880686049428452
CENPE	0.00649246415007324
LINC02503	0
AC004053.1	0.00405621663533254
AC096577.1	0.00538699338884494
AC004069.1	0.0103082396850759
TET2	0.365840499484254
TET2-AS1	0.0100376236302019
PPA2	0.176090860001423
ARHGEF38	0.00663656638165076
INTS12	0.0577322453690969
GSTCD	0.0293962847173805
NPNT	0
AC109361.1	0.000320301938029338
TBCK	0.228573995735977
AIMP1	0.102661074082525
AC092445.1	0.0072587878975697
DKK2	0.0001602044061081
PAPSS1	0.137399929304529
SGMS2	0.181571236178969
AC096564.1	0.062903421508298
CYP2U1	0.00694789088798399
HADH	0.0174635589931668
LEF1	0.128062483840092
LEF1-AS1	0.0137358911213533
RPL34-AS1	0.0175957722803495
RPL34	0.375591925984764
OSTC	0.0538835770673023
AC107071.1	0.00381540847102005
COL25A1	0
SEC24B-AS1	0.00562717637924144
SEC24B	0.239664445111842
MCUB	0.246427640332695
CASP6	0.019861460248091
PLA2G12A	0.0155375754690041
GAR1	0.0293508317866515
EGF	0
ELOVL6	0.00515701063503076
FAM241A	0.148454800312785
AP1AR	0.0585981424234464
TIFA	0.0138607813740466
ALPK1	0.33994555898331
AC023886.1	0
ZGRF1	0.0278776071247881
LARP7	0.141304727440958
MIR302CHG	0.000160204406108095
ANK2	0.000402450470427678
CAMK2D	0.683195308579054
LINC01378	0
AC092661.1	0
NDST3	0
SNHG8	0.0913402473428705
METTL14	0.062093839775207
SEC24D	0.172917499428891
SYNPO2	0.000160204406108096
USP53	0.01443669972194
C4orf3	0.100508817349157
AC093752.3	0
PDE5A	0.0441660806217312
MAD2L1	0
AC073475.1	0.0187462894935109
PRDM5	0
TNIP3	0.000320301938029307
ANXA5	0.209951095541711
EXOSC9	0.0304311244184335
CCNA2	0
BBS7	0.0169123719307373
KIAA1109	0.29380019779771
BBS12	0.000160204406108097
NUDT6	0.00609638025577055
SPATA5	0.129419350991554
SPRY1	0.000320301938029317
LINC01091	0.00554356407259988
ANKRD50	0.0401755172222915
FAT4	0
AC104664.1	0
AC097528.1	0
INTU	0.00523031583090391
HSPA4L	0.000160204406108099
PLK4	0.0043712635776092
MFSD8	0.0725061152834887
ABHD18	0.169069872839514
LARP1B	0.0854376983672019
PGRMC2	0.0328074118619861
LINC02615	0.0107135176197218
JADE1	0.0775801568835167
SCLT1	0.480339715925141
C4orf33	0.0827024842662975
LINC02479	0
AC096711.2	0.0169425299305375
AC093916.1	0.0012839087078484
AC015631.1	0
AC018680.1	0
SLC7A11	0.00064017637931124
LINC00499	0
AC109927.1	0.0316958579032044
NOCT	0.0883470464027079
ELF2	0.383464867976828
NDUFC1	0.0778253323653926
NAA15	0.149123391224134
AC097376.3	0.124651137184327
RAB33B	0.0247972081093125
SETD7	0.163883589454426
AC112236.2	0.00880686049428463
MGST2	0.101352829023306
MAML3	0.530683175409511
AC108053.1	0
AC131182.1	0.00016020440610809
SCOC	0.00663656638165065
SCOC-AS1	0.00349980899721266
CLGN	0
ELMOD2	0.0354175750550518
TBC1D9	0.268461032945879
AC096733.1	0.000320301938029342
AC096733.2	0.0123623025788189
RNF150	0
ZNF330	0.0698749719652138
LINC02432	0.204760259694686
AC097504.2	0.00538699338884493
LINC02276	0
IL15	0.411738596833188
INPP4B	0.121207460245929
AC139720.1	0.0307744505675008
AC104596.1	0.0104749553809803
USP38	0.0533472344210252
GAB1	0.202997557341457
AC097658.3	0
SMARCA5	0.166545177104107
AC107223.1	0.000160204406108101
FREM3	0
GYPE	0.0001602044061081
AC098588.3	0.000562485484957246
ANAPC10	0.0864644543503323
ABCE1	0.0585928121196935
OTUD4	0.110195250687188
SMAD1	0.044634014253573
SMAD1-AS2	0.000320301938029332
MMAA	0.0215405692280842
AC093864.1	0
C4orf51	0.000160204406108097
ZNF827	0.00936903483298257
LINC01095	0
LSM6	0.0625721745976151
REELD1	0
SLC10A7	0.140165281647607
TMEM184C	0.0522880217935186
PRMT9	0.12344347320482
ARHGAP10	0.119477316812477
NR3C2	0.0517668246942013
AC069272.1	0
AC002460.2	0.00952037444297228
IQCM	0
DCLK2	0.000799953288671844
LRBA	0.26340125693876
AC110813.1	0.000160204406108097
RPS3A	0.360087663280309
SH3D19	0.0226621249098566
AC095055.1	0
FAM160A1	0.0183234728646061
GATB	0.0308866101574892
AC092611.1	0.000160204406108098
LINC02273	0.00460253685726826
FBXW7	0.398927406068364
AC023424.3	0.219857996116869
MIR4453HG	0.00413058044808036
TMEM154	0.322851334704077
ARFIP1	0.15715583263275
FHDC1	0
TRIM2	0.00663656638165097
MND1	0
TMEM131L	0.420873791510249
AC106865.2	0.0422053239752565
TLR2	0.408923480906152
RNF175	0.0413125418007798
AC020703.1	0.00640864846918904
AC079298.3	0
PLRG1	0.0303549766083467
MAP9	0.000320301938029329
AC107208.1	0.000160204406108103
GUCY1A1	0.030875730159003
AC104083.1	0
GUCY1B1	0.00649246415007324
CTSO	0.0715329478963064
PDGFC	0.12843914852298
AC093817.2	0
AC084740.1	0.000320301938029309
GASK1B	0.152428009664319
FAM198B-AS1	0.255373524387017
AC098679.6	0.00523031583090404
AC098679.1	0
TMEM144	0.192699233591097
AC098679.5	0.0001602044061081
RXFP1	0.0038985328529143
C4orf46	0.00679228207191073
ETFDH	0.0628613278970099
PPID	0.0349599871941616
FNIP2	0.209188927488422
C4orf45	0.00818891394584111
RAPGEF2	0.361007520672964
LINC02233	0
FSTL5	0
AC021134.1	0
AC022272.1	0.0001602044061081
NAF1	0.0439692953315662
TKTL2	0
TMA16	0.086554687562559
MARCH1	0.396614782019618
AC093788.1	0
SMIM31	0
TMEM192	0.0755189097355109
KLHL2	0.230063399604557
MSMO1	0.014032615758961
TLL1	0
SPOCK3	0.0431378193569091
ANXA10	0
AC068989.1	0
DDX60	0.188922843182682
DDX60L	0.424817175315533
PALLD	0.0399986147041415
CBR4	0.13239802077874
SH3RF1	0.152029255321104
AC096741.1	0.0116370101495621
NEK1	0.147015680643397
AC084724.1	0.000320301938029336
CLCN3	0.101935871304904
HPF1	0.0341339960603774
MFAP3L	0
GALNTL6	0.00632481437857084
AC105285.1	0.0120601904449697
GALNT7	0.231179598910027
AC097534.1	0.0102759310988499
HMGB2	0.13187723750255
AC097534.2	0.00334184894902864
SAP30	0.037043287599196
SCRG1	0.0084981009684368
AC093849.4	0.0293419795696608
AC093849.3	0.000160204406108091
HAND2-AS1	0
FBXO8	0.0329760382279714
CEP44	0.0476550463506808
HPGD	0.00616877806575036
GPM6A	0.00962472785416701
WDR17	0.0164356922970471
AC019163.1	0.0210674966108181
SPCS3	0.132750249851619
AC097518.2	0
AGA	0.0201043245248692
AC078881.1	0.0389087544182024
LINC01098	0
TENM3	0
DCTD	0.0335370272979572
WWC2	0.0864577962510202
CDKN2AIP	0.0114140562828151
AC107214.1	0.00725878789756977
ING2	0.0176518465596842
RWDD4	0.0298742005885814
TRAPPC11	0.16537588981636
STOX2	0.000160204406108094
ENPP6	0
LINC02363	0.00919982503631793
LINC02362	0.0183835790037955
IRF2	0.215319192974697
AC099343.2	0.000160204406108102
AC099343.3	0.0530736346883359
AC099343.4	0
LINC02427	0
LINC02365	0
CASP3	0.0628910245899316
PRIMPOL	0.0344955119793478
CENPU	0.00460253685726821
ACSL1	0.648262288523525
AC084871.1	0.171284150619339
AC084871.3	0.0131047373049701
MIR3945HG	0.0302455787846825
LINC01093	0
LINC02436	0
SLC25A4	0
CFAP97	0.0257029700252167
SNX25	0.0225477317389165
LRP2BP	0.0084981009684368
AC112722.1	0
ANKRD37	0.0235517507938591
UFSP2	0.0402559839382849
C4orf47	0.0176622221359717
AC106897.1	0
SORBS2	0
CYP4V2	0.0114993541476767
KLKB1	0.000320301938029336
F11-AS1	0
LINC02492	0
AC097521.1	0
LINC01060	0.0001602044061081
FRG1-DT	0.00421379354356431
FRG1	0.108723730109255
CCDC127	0.00849810096843676
SDHA	0.109331618939243
AC021087.1	0.000320301938029328
PDCD6	0.0978702019564794
AHRR	0
EXOC3-AS1	0.000160204406108097
EXOC3	0.0891315691348467
SLC9A3-AS1	0
CEP72	0.00547056133869166
ZDHHC11	0
BRD9	0.136245153188592
SLC12A7	0.127466792888312
CLPTM1L	0.0542659245533102
AC026748.3	0
LPCAT1	0.105938889055011
AC091849.2	0
AC026412.3	0.000160204406108094
MRPL36	0.0117371249068616
NDUFS6	0.146904998759532
AC124852.1	0
LSINCT5	0
AC106799.2	0
ADAMTS16	0
AC091978.1	0.00484303243462291
ICE1	0.149581072986631
MED10	0.0690946989625856
AC093307.1	0
NSUN2	0.0961274945946795
SRD5A1	0.112424169519189
LINC02102	0.000160204406108101
TENT4A	0.160565695877586
LINC02236	0.000160204406108095
LINC02196	0.000320301938029342
ADCY2	0
MTRR	0.0386365136197145
FASTKD3	0.00787929942649713
MIR4458HG	0
SEMA5A	0.000800808282166784
LINC02112	0
ATPSCKMT	0.0263795641838722
AC012640.1	0
CCT5	0.0894681249733553
CMBL	0.000160204406108099
AC012640.2	0
MARCH6	0.259851473490187
ROPN1L	0.00578368454560453
ANKRD33B	0.005230315830904
DAP	0.161218845892057
AC012629.2	0
CTNND2	0.000160204406108098
TRIO	0.350775362067557
OTULINL	0.176411275532546
AC010491.1	0
OTULIN	0.114465103515591
ANKH	0.0439405649422382
AC016575.1	0
FBXL7	0
LINC02150	0
ZNF622	0.0284102555357656
RETREG1	0.0853676122498192
AC024588.1	0.000320301938029324
MYO10	0.0211538806465241
BASP1	0.111703217256796
BASP1-AS1	0.00843460763531093
LINC02218	0.000160204406108092
LINC02223	0
LINC02100	0.0712001938676261
CDH18	0
LINC02241	0.000160204406108095
CDH12	0.00554356407259985
C5orf17	0.0124636470725922
AC114930.1	0
LINC02228	0
LINC02211	0.015574168438628
AC099499.1	0.000320301938029327
AC113355.1	0
AC008825.1	0
LINC02109	0
DROSHA	0.0699850149967055
C5orf22	0.0273978246307171
PDZD2	0.015944424301216
AC025178.1	0.00663656638165083
GOLPH3	0.205533811550307
AC025181.2	0.00679228207191072
MTMR12	0.0831292571073156
ZFR	0.24545308787597
SUB1	0.211099718746642
AC010343.3	0.0001602044061081
AC034231.1	0.000320301938029325
TARS	0.0548602927283886
ADAMTS12	0
AMACR	0.000160204406108092
C1QTNF3	0
AC138409.3	0.000160204406108091
RAI14	0
TTC23L	0
RAD1	0.0267363053499623
BRIX1	0.0293732368944822
DNAJC21	0.0986036171948057
PRLR	0.190168018231271
SPEF2	0.0241961926036835
AC137810.1	0.000480292595763714
IL7R	0.120941175816804
LMBRD2	0.048974043915192
SKP2	0.014826916554028
NADK2	0.0263264665879401
SLC1A3	0.0376070692243458
AC008957.2	0
AC008957.1	0.0144204409859099
NIPBL-DT	0.0175012028678708
NIPBL	0.337437214057273
CPLANE1	0.0632964374310251
AC025449.2	0
NUP155	0.0443157691161738
WDR70	0.320325282959881
LIFR	0
OSMR	0.00858255605418737
RICTOR	0.336622839558886
AC008964.1	0.0261482062706933
FYB1	0.304208744773762
DAB2	0.0223542773514087
AC114977.1	0.000160204406108092
TTC33	0.0914968420135794
PTGER4	0.110077414062092
PRKAA1	0.0848272882514139
RPL37	0.374178622792853
CARD6	0.0365964903430573
C7	0.000160204406108101
C6	0
OXCT1	0.0379995426474424
C5orf51	0.0253965712125477
FBXO4	0.019010370473127
GHR	0
CCDC152	0.00765344635538685
SELENOP	0.000160204406108093
AC008945.2	0
AC008875.3	0.110212979574018
AC008875.2	0.0147645074087715
AC025171.1	0.0607390168493434
AC025171.3	0.0422740431998739
ANXA2R	0.0215215242221197
AC025171.2	0.105867457686962
AC025171.4	0.00725878789756976
ZNF131	0.228862720956898
NIM1K	0.00539734460727281
HMGCS1	0.0635205676700332
CCL28	0
TMEM267	0.0583490531513621
AC114956.3	0.0144181560058244
C5orf34	0.00538699338884503
AC114956.2	0
AC114956.1	0.000320301938029307
PAIP1	0.0461029078578772
NNT-AS1	0.0301268032094684
NNT	0.139790132011954
MRPS30	0.0217105828810448
AC093297.2	0
HCN1	0
AC122694.1	0
EMB	0.159604157124531
PARP8	0.40883695684381
AC022126.1	0.000320301938029343
PELO	0.0055435640725999
ITGA1	0.0127205285004323
ITGA2	0
MOCS2	0.0122125567142434
FST	0.00016020440610809
NDUFS4	0.169243670701361
ARL15	0.469566361016225
AC025175.2	0.000160204406108099
LINC01033	0.0038154084710201
SNX18	0.0609911373416376
AC016583.2	0.000562485484957315
GZMK	0.0083846892319196
GZMA	0.02951304079456
CDC20B	0.000160204406108096
AC026704.1	0.0279146766359676
DHX29	0.131445671807777
MTREX	0.179443833601316
PLPP1	0.0406111549089372
SLC38A9	0.180569240125049
IL31RA	0.0903508350997246
IL6ST	0.258377707935167
AC008914.1	0
AC008892.1	0.0419747100044552
AC016596.1	0.000160204406108099
ANKRD55	0.0127012218177759
LINC01948	0.0208950122777784
C5orf67	0.000160204406108091
MAP3K1	0.366394351940626
AC008937.2	0.074470915017386
AC008937.1	0.000480292595763715
SETD9	0.0190184579862376
MIER3	0.0161128824532456
AC008937.3	0
AC016644.1	0.00452862673746725
GPBP1	0.273623891240614
PLK2	0.0113138236591584
GAPT	0.0342287632419851
RAB3C	0.000480292595763712
PDE4D	0.62528524327552
AC092343.1	0
PART1	0.00444532492839272
DEPDC1B	0.0048430324346229
ELOVL7	0
AC104113.1	0
ERCC8	0.109602962707845
NDUFAF2	0.115546803215608
SMIM15	0.014700301769751
SMIM15-AS1	0.00787929942649709
LINC02057	0.000160204406108093
ZSWIM6	0.413201083423345
KIF2A	0.148651239169763
DIMT1	0.052512565912255
IPO11	0.0647665205729032
RNF180	0
SREK1IP1	0.118696481709198
CWC27	0.186220853333591
ADAMTS6	0.00774188410684525
CENPK	0.011925567325982
PPWD1	0.100276578840498
TRIM23	0.0392541642699294
SHLD3	0.000160204406108096
TRAPPC13	0.0667053434511579
SGTB	0.0760556802202571
NLN	0.163758156542252
AC010359.2	0
ERBIN	0.350928593337249
AC010359.3	0.0254699959483195
AC025442.2	0.0333229432830491
SREK1	0.196010329501825
AC092353.2	0
MAST4	0.0149539718859595
CD180	0.0200724915594662
AC112206.2	0.000480292595763712
PIK3R1	0.181283485324104
AC093523.1	0
SLC30A5	0.11533346528241
AC010273.2	0.00880686049428459
CCNB1	0.000160204406108102
CENPH	0.00554356407259987
MRPS36	0.0589670872505629
CDK7	0.0450706074126094
CCDC125	0.0632838475374616
AK6	0.0143321852517055
TAF9	0.0317076734431235
RAD17	0.0416188484014696
OCLN	0.0088068604942844
GTF2H2C	0.0339070255216211
SMN2	0.00966165459395278
AC146944.4	0
SERF1A	0
SMN1	0.00772433185554544
NAIP	0.241266379338593
GTF2H2	0.0678788662554047
BDP1	0.210311942466566
MCCC2	0.0679950157324433
MRPS27	0.0832592917081596
PTCD2	0.0149777684240891
ZNF366	0.0264604573419293
AC063979.2	0
TNPO1	0.164072851726611
FCHO2	0.091940650852471
AC099522.2	0
BTF3	0.158953900052955
ANKRA2	0.0547334405679612
UTP15	0.01364452205271
ARHGEF28	0
LINC01331	0
ENC1	0.0248193301494505
HEXB	0.169962355704278
GFM2	0.0617718836730467
NSA2	0.0980397513015622
FAM169A	0.00460253685726822
AC116337.3	0.000480292595763712
GCNT4	0.00429698822931562
ANKRD31	0.000160204406108091
AC008897.2	0.000160204406108094
HMGCR	0.0616607264947728
CERT1	0.32964654645105
POLK	0.249373733668088
AC010245.1	0
AC010245.2	0
ANKDD1B	0.0125056472522871
POC5	0.0608248321904488
SV2C	0.00625256779957314
AC113404.1	0.0001602044061081
IQGAP2	0.449428101033529
AC026725.1	0.0001602044061081
F2RL2	0.0116024503920246
AC025188.1	0.00570002788216781
F2R	0.000320301938029316
F2RL1	0.00032030193802933
S100Z	0.311105543991239
CRHBP	0.00405621663533261
AGGF1	0.0764597180004495
ZBED3	0.0175899607812442
ZBED3-AS1	0.0089730498548567
PDE8B	0.00859379600440429
WDR41	0.12027873872942
TBCA	0.20694506121757
AP3B1	0.346295837737555
SCAMP1-AS1	0.00998494868248499
SCAMP1	0.0886519489049228
LHFPL2	0.056513706746311
ARSB	0.252688710343415
DMGDH	0.00929932211207705
JMY	0.065853510413313
HOMER1	0.0183938153785026
TENT2	0.304803543014621
CMYA5	0.0001602044061081
MTX3	0.0129703440596862
THBS4	0.00334184894902865
AC012636.1	0.0042880061253296
SERINC5	0.277033977450607
AC010260.1	0.0215683243742559
ZFYVE16	0.188173035853417
AC008771.1	0.0953528800103342
FAM151B	0.0875734063979558
ANKRD34B	0.000160204406108103
LINC01337	0
DHFR	0.0660163303177277
MSH3	0.202568865399336
RASGRF2	0.0344814086377513
CKMT2-AS1	0.0326853662977243
CKMT2	0.000320301938029321
ZCCHC9	0.0458896339818874
ACOT12	0
AC010623.1	0
SSBP2	0.332429286424807
AC026726.1	0
ATG10	0.0873013315134437
RPS23	0.403625782212707
ATP6AP1L	0.00890307174059045
AC104118.1	0
TMEM167A	0.114751126667839
XRCC4	0.277286607896288
VCAN	0.849698973502852
VCAN-AS1	0.285923827874841
EDIL3	0
AC113383.1	0
COX7C	0.213702840493567
AC109492.1	0.000480292595763712
RASA1	0.261717424228383
CCNH	0.356768721313724
AC018754.1	0.00562717637924139
TMEM161B	0.0761494809953673
TMEM161B-AS1	0.0816054697986425
MEF2C-AS2	0.0426353398774255
MEF2C	0.470661637785996
MEF2C-AS1	0.0763483937539708
CETN3	0.0144204409859101
AC093510.1	0
MBLAC2	0.00475964191195727
POLR3G	0.000160204406108095
LYSMD3	0.0798542629654095
ADGRV1	0.00728071367058821
LUCAT1	0.106638399961558
ARRDC3	0.122381173372518
ARRDC3-AS1	0.0641657990374558
AC093298.2	0.000480292595763713
AC114316.1	0
AC124854.1	0
NR2F1-AS1	0.000160204406108093
FAM172A	0.370294302488858
AC106818.2	0.026913213756586
POU5F2	0.0230228560682313
AC099501.1	0
AC114980.1	0.00998494868248479
AC117528.1	0.000160204406108096
KIAA0825	0.140522859888203
SLF1	0.106230011192895
MCTP1	0.415305782292789
AC008534.1	0.0117551372838601
FAM81B	0
TTC37	0.151322403934376
ARSK	0.00741407609108112
RFESD	0.000160204406108093
SPATA9	0.000320301938029336
AC008840.1	0
RHOBTB3	0.0289120716189103
GLRX	0.111948681309272
LINC01554	0
AC008592.1	0
ELL2	0.171063581470836
AC104123.1	0.0609834370818218
AC008592.2	0
PCSK1	0
CAST	0.342404833620854
AC020900.1	0.000160204406108095
ERAP1	0.109198504578515
AC008906.1	0.0125835055005133
AC008906.2	0
AC009126.1	0.0307652150160749
ERAP2	0.204042902257447
LNPEP	0.199182460700599
LIX1-AS1	0.0237304136804749
LIX1	0.000320301938029321
RIOK2	0.030451590816132
AC008883.3	0
AC008883.1	0.000640176379311237
LINC01340	0
RGMB	0
CHD1	0.346755212730005
LINC02062	0.0506531529167697
AC021086.1	0.000562485484957262
FAM174A	0.0225604862662779
ST8SIA4	0.299995943224597
SLCO4C1	0.0355683291576267
AC099487.2	0
PAM	0.215632001222006
GIN1	0.0181728082017668
PPIP5K2	0.213303378250705
C5orf30	0
NUDT12	0
LINC02163	0
AC099520.1	0
EFNA5	0.00491664009245993
FBXL17	0.408990038019618
AC008462.1	0.00694789088798393
LINC01023	0
FER	0.257023175828065
AC008871.1	0.000640176379311239
AC116428.1	0
AC008467.1	0.00703190240578304
PJA2	0.191499622457569
MAN2A1	0.309396463299938
TMEM232	0.000480292595763712
SLC25A46	0.0714282248111701
WDR36	0.0686031032575653
CAMK4	0.104339402624178
AC010468.2	0
AC010275.1	0.00609638025577057
STARD4	0.0237854446551824
STARD4-AS1	0.0175781265509869
NREP	0.0189333948944223
EPB41L4A	0.000160204406108098
EPB41L4A-AS1	0.0277062748979741
APC	0.243244511186904
SRP19	0.0770771473225172
REEP5	0.138230364264982
DCP2	0.179772908028672
MCC	0.00851236394241134
AC079465.1	0
YTHDC2	0.181755600748049
KCNN2	0
TRIM36	0.010530649671948
PGGT1B	0.130212153656297
CCDC112	0.0725565275316199
FEM1C	0.0902935086928223
TICAM2	0.0653699000349692
AC010226.1	0.0163939612379706
TMED7	0.0495974255554782
ATG12	0.110313837067091
AP3S1	0.0954605766482713
AC034236.2	0
COMMD10	0.417116035596657
AC018752.1	0
SEMA6A	0.00827328031800114
SEMA6A-AS1	0.0569967701708045
LINC02147	0.000402450470427732
LINC02208	0.00016020440610809
AC093206.1	0
DTWD2	0.0530231477903934
AC008629.1	0.00578368454560462
DMXL1	0.268782549383029
TNFAIP8	0.346570879501249
HSD17B4	0.110541198754238
AC008574.1	0.00741407609108119
AC113418.1	0.000640176379311239
PRR16	0.121250736488865
SRFBP1	0.0889579025677601
AC119150.1	0
LINC02201	0.000160204406108102
SNX2	0.271879555153673
SNX24	0.0683857722993997
CEP120	0.0521652372663624
CSNK1G3	0.137895385958955
LINC01170	0
ZNF608	0
LINC02240	0
AC116362.1	0.000320301938029303
GRAMD2B	0.0115519742232197
AC093535.1	0.00428800612532949
ALDH7A1	0.0101225222839058
PHAX	0.0297340592709423
LMNB1-DT	0.0144995078591366
LMNB1	0.109920023816183
MARCH3	0.052728395157972
C5orf63	0.000320301938029297
PRRC1	0.0456045841347667
CCDC192	0
LINC01184	0.0531163696020776
SLC12A2	0.0328115050131814
FBN2	0.177254780071474
SLC27A6	0.0169851697692542
ISOC1	0.00896107994592839
ADAMTS19	0
AC008591.1	0
CHSY3	0
AC006525.1	0.000160204406108092
HINT1	0.141930811768869
LYRM7	0.0344116719460478
CDC42SE2	0.399226297409146
RAPGEF6	0.249924216475268
FNIP1	0.327182891848104
MEIKIN	0.014714734395959
ACSL6	0.000320301938029327
P4HA2	0.0536002456771408
SLC22A4	0.109793184926821
MIR3936HG	0.0137703775420131
SLC22A5	0.0125835055005133
C5orf56	0.228222830603911
AC116366.2	0.0114496566260035
AC116366.1	0.0251820739542797
IRF1	0.447935710552129
RAD50	0.129702606157099
TH2LCRR	0.00803416012326274
AC004039.1	0.000320301938029321
KIF3A	0.0098311305313883
SEPTIN8	0.000480292595763713
SHROOM1	0.0237114481722489
GDF9	0
UQCRQ	0.0927079997854172
LEAP2	0
AFF4	0.334738086007779
ZCCHC10	0.0880890101925758
AC113410.5	0
AC113410.4	0
HSPA4	0.0979208216533392
FSTL4	0
C5orf15	0.0554738790740301
VDAC1	0.0577961244828037
AC008608.2	0
TCF7	0.0863138933268335
SKP1	0.164213738399394
PPP2CA	0.247896751657237
CDKL3	0.0217085279836243
UBE2B	0.253622561067551
AC109454.2	0.00804484754194845
CDKN2AIPNL	0.00849810096843677
AC109454.3	0.000160204406108095
AC005355.1	0.00128013901024871
JADE2	0.0442837405274531
SAR1B	0.0699312281535147
SEC24A	0.081323803324304
CAMLG	0.062065257957319
DDX46	0.201257445108866
C5orf24	0.0562754062500702
TXNDC15	0.0460648232032049
PCBD2	0.116931032161856
C5orf66	0.0466497856392109
H2AFY	0.311504727915498
TIFAB	0.00672048918585994
TGFBI	0.206100523198711
SMAD5	0.056795770869807
SPOCK1	0.104702416087013
KLHL3	0.00694789088798381
HNRNPA0	0.0780484065626214
AC106791.1	0.0162854497601958
MYOT	0.000160204406108099
PKD2L2	0.0326349171647977
FAM13B	0.237371268946569
AC113382.1	0
NME5	0.000160204406108095
BRD8	0.0346407988271832
CDC23	0.0215386475399293
GFRA3	0
CDC25C	0.00016020440610809
FAM53C	0.123070814084501
KDM3B	0.230710291378765
EGR1	0.0726897917348781
ETF1	0.247918846165504
HSPA9	0.18728920731522
CTNNA1	0.223780803090275
LRRTM2	0
SIL1	0.234099517576063
AC011405.1	0.0267453509780246
MATR3	0
SNHG4	0.0001602044061081
MATR3.1	0.0261104164016144
PAIP2	0.152590167333627
AC135457.1	0
SLC23A1	0.000160204406108091
MZB1	0.00428800612532953
SPATA24	0.000320301938029342
DNAJC18	0.00741407609108135
TMEM173	0.0752944289505046
UBE2D2	0.243314385779595
CXXC5	0.0353722697701782
AC008667.1	0.000160204406108092
NRG2	0.000160204406108094
MALINC1	0.00016020440610809
PURA	0.0948566531016839
IGIP	0.00444532492839267
AC011379.2	0.00703190240578315
CYSTM1	0.142072336595031
AC011379.1	0.00554356407260002
PFDN1	0.108852831311931
HBEGF	0.0559239409865215
AC008438.1	0.0158637443180986
ANKHD1	0.316736625957986
SRA1	0.116228796231916
EIF4EBP3	0.0225016047846612
APBB3	0.0178972496983327
SLC35A4	0.029523695997867
CD14	0.324059663589947
NDUFA2	0.0814096047160257
TMCO6	0.01027593109885
IK	0.1010609795428
WDR55	0.032212843642943
DND1	0
HARS	0.0378891745528678
HARS2	0.0352357617139541
ZMAT2	0.0687414834808404
TAF7	0.0780532943118176
AC005618.4	0
DIAPH1	0.346762370411666
AC008781.2	0.0289933347594967
AC008781.1	0.00523031583090388
HDAC3	0.059072211388972
RELL2	0.00896107994592836
FCHSD1	0.0176879592165591
ARAP3	0.0375605189152779
AC005740.5	0
DELE1	0.0716709542885221
PCDH12	0.000320301938029297
RNF14	0.0319769035998
AC005740.3	0.000160204406108096
GNPDA1	0.0226177466507993
NDFIP1	0.249121265352067
SPRY4-AS1	0
FGF1	0
LINC01844	0.00016020440610809
ARHGAP26	0.294725911928748
ARHGAP26-AS1	0.0611877831237925
ARHGAP26-IT1	0
NR3C1	0.368351592199987
AC008696.2	0.00500007497192077
YIPF5	0.0423944163508884
KCTD16	0
AC132803.1	0
PRELID2	0.0164788370858458
PLAC8L1	0.000320301938029313
AC091887.1	0.00632481437857084
LARS	0.131700999232203
RBM27	0.160919451058958
TCERG1	0.221191068646646
PPP2R2B	0.00798749337971281
DPYSL3	0.000320301938029333
JAKMIP2-AS1	0
JAKMIP2	0.000799953288671874
AC011346.1	0.0107824484877921
FBXO38	0.124101737937877
AC114939.1	0.00475964191195739
ADRB2	0.0498416707963429
SH3TC2	0.00397304789664343
GRPEL2	0.000160204406108101
PCYOX1L	0.0185418885197082
CSNK1A1	0.309452460449744
ARHGEF37	0.0260227489936406
PPARGC1B	0.161977665309132
PDE6A	0.00710339282987025
SLC26A2	0.0231454472706962
TIGD6	0.000160204406108093
HMGXB3	0.0815381432357028
CSF1R	0.162195031393436
PDGFRB	0
SLC6A7	0
TCOF1	0.130333181388015
CD74	0.487063855851967
RPS14	0.392623493659089
NDST1-AS1	0
NDST1	0.0797201929022864
RBM22	0.0545796612793756
DCTN4	0.204783135770072
SMIM3	0.00756925741040724
IRGM	0
ZNF300	0
TNIP1	0.104541962419593
ANXA6	0.0774007640161752
CCDC69	0.209855176426637
GM2A	0.0719585746859727
SLC36A1	0.128343070532925
FAT2	0.000320301938029343
AC011337.1	0
SPARC	0
CLMAT3	0.000160204406108098
AC011374.2	0
ATOX1	0.0975424649491882
AC091982.1	0.00468588302313852
G3BP1	0.104568250886615
GLRA1	0
LINC01933	0
AC008571.2	0
LINC01470	0
GRIA1	0
FAM114A2	0.0192472279965096
MFAP3	0.0222413705603907
GALNT10	0.158655224339105
SAP30L-AS1	0.0393770064751861
SAP30L	0.0281167869344586
LARP1	0.238415889680899
FAXDC2	0.014442536335526
CNOT8	0.127593350955607
GEMIN5	0.0233030788696567
MRPL22	0.0265763973067743
SGCD	0.000160204406108099
TIMD4	0
HAVCR1	0.000320301938029342
HAVCR2	0.112448231507087
AC011377.1	0.00491664009245986
MED7	0.0172675082520249
ITK	0.0588939080689722
AC010609.1	0.0155746252989399
CYFIP2	0.0865646525370416
AC008676.1	0.000320301938029316
ADAM19	0.118247483616253
SOX30	0
THG1L	0.0181585665615182
LSM11	0.00585638481754885
CLINT1	0.216006513876845
LINC02227	0
AC091939.1	0
EBF1	0.00844297895847886
RNF145	0.179687042381487
UBLCP1	0.0458291872269592
