GeneName	CoefficientOfVariation
MEF2C-AS1	3.08687640527987
CETN3	5.90920184333372
AC093510.1	0
MBLAC2	9.94985816797475
POLR3G	54.763126280371
LYSMD3	2.40228313424929
ADGRV1	8.75457670042614
LUCAT1	2.66410632971686
ARRDC3	2.08921647272573
ARRDC3-AS1	3.02549379403162
AC093298.2	31.6069577408127
AC114316.1	0
AC124854.1	0
NR2F1-AS1	54.7631262803705
FAM172A	0.82212008131017
AC106818.2	4.51067040246489
POU5F2	4.55598707899562
AC099501.1	0
AC114980.1	7.11611081148465
AC117528.1	54.7631262803711
KIAA0825	2.42758808550862
SLF1	2.21624659179651
MCTP1	0.471843978664748
AC008534.1	6.57555879852492
FAM81B	0
TTC37	1.77730081023258
ARSK	7.9265036917461
RFESD	54.7631262803706
SPATA9	38.7169192114005
AC008840.1	0
RHOBTB3	4.52646199697804
GLRX	1.90798985925277
LINC01554	0
AC008592.1	0
ELL2	1.64242264714062
AC104123.1	3.72081079259326
AC008592.2	0
PCSK1	0
CAST	0.63026763380742
AC020900.1	54.7631262803708
ERAP1	1.87212286313861
AC008906.1	6.24200524134651
AC008906.2	0
AC009126.1	3.97993997437081
ERAP2	1.3178052496994
LNPEP	1.31769874355225
LIX1-AS1	5.84251816779287
LIX1	38.7169192113996
RIOK2	4.14624269609949
AC008883.3	0
AC008883.1	27.3678597963602
LINC01340	0
RGMB	0
CHD1	0.643893729513119
LINC02062	3.04514720417496
AC021086.1	39.6965183000577
FAM174A	4.72014480069117
ST8SIA4	1.13754421593683
SLCO4C1	4.59913722791848
AC099487.2	0
PAM	1.86765418701975
GIN1	5.50143605848706
PPIP5K2	1.36350644137497
C5orf30	0
NUDT12	0
LINC02163	0
AC099520.1	0
EFNA5	9.78641255785531
FBXL17	0.981413211503321
AC008462.1	8.196431675243
LINC01023	0
FER	1.33180044498345
AC008871.1	27.3678597963602
AC116428.1	0
AC008467.1	8.32435792360067
PJA2	1.34935075656992
MAN2A1	0.945813848472514
TMEM232	31.6069577408126
SLC25A46	2.7216089038461
WDR36	2.67391785059546
CAMK4	3.64982349316582
AC010468.2	0
AC010275.1	8.98820372237429
STARD4	4.69849219578837
STARD4-AS1	6.05265726642916
NREP	5.23000395921189
EPB41L4A	54.7631262803714
EPB41L4A-AS1	4.02503353775133
APC	1.31322159551181
SRP19	2.45811825914606
REEP5	1.72042022897205
DCP2	1.41238248883232
MCC	7.65166387680999
AC079465.1	0
YTHDC2	1.39749150320041
KCNN2	0
TRIM36	7.00973430187552
PGGT1B	1.90141478137212
CCDC112	2.69316046680737
FEM1C	2.20672639656935
TICAM2	2.76524705554457
AC010226.1	5.59999605244918
TMED7	2.96377012739845
ATG12	1.97765943137799
AP3S1	2.26563954767897
AC034236.2	0
COMMD10	0.931580134601834
AC018752.1	0
SEMA6A	7.6289848997539
SEMA6A-AS1	3.2407222260374
LINC02147	54.7631262803765
LINC02208	54.7631262803701
AC093206.1	0
DTWD2	3.55857933705368
AC008629.1	9.24670049823503
DMXL1	1.11870330078429
TNFAIP8	1.10311140664868
HSD17B4	2.028799200141
AC008574.1	7.92650369174614
AC113418.1	27.3678597963602
PRR16	3.1442594967637
SRFBP1	2.3410269771454
AC119150.1	0
LINC02201	54.7631262803721
SNX2	1.01726211228721
SNX24	2.90194768806176
CEP120	3.17531740008354
CSNK1G3	1.84618258904092
LINC01170	0
ZNF608	0
LINC02240	0
AC116362.1	38.7169192113985
GRAMD2B	6.9309162673413
AC093535.1	10.4933688541533
ALDH7A1	6.84606401849076
PHAX	4.08570118471614
LMNB1-DT	6.79433928907749
LMNB1	2.0310803191711
MARCH3	3.65692416823126
C5orf63	38.7169192113982
PRRC1	3.26248231157013
CCDC192	0
LINC01184	3.51572295410487
SLC12A2	4.35577223200219
FBN2	2.06123336490497
SLC27A6	6.93071776214977
ISOC1	7.18548893559242
ADAMTS19	0
AC008591.1	0
CHSY3	0
AC006525.1	54.7631262803703
HINT1	1.67378567992822
LYRM7	3.79296614956408
CDC42SE2	0.623907395083249
RAPGEF6	1.22988067264362
FNIP1	0.811104038152686
MEIKIN	7.16362205780237
ACSL6	38.7169192114
P4HA2	3.14714734175718
SLC22A4	2.16595052346532
MIR3936HG	6.29302785023986
SLC22A5	6.2420052413465
C5orf56	1.20071632556357
AC116366.2	6.67673805440231
AC116366.1	4.47036981959109
IRF1	0.456731521100148
RAD50	1.8532292954537
TH2LCRR	7.60415691555418
AC004039.1	38.7169192113996
KIF3A	7.17925373541643
SEPTIN8	31.6069577408127
SHROOM1	4.41935249888627
GDF9	0
UQCRQ	2.18304743680531
LEAP2	0
AFF4	0.835022623965757
ZCCHC10	2.412824028377
AC113410.5	0
AC113410.4	0
HSPA4	2.0611356681399
FSTL4	0
C5orf15	2.8987419791362
VDAC1	2.90851731859011
AC008608.2	0
TCF7	2.97153945397135
SKP1	1.49519257682245
PPP2CA	1.10167272316583
CDKL3	5.1300139717419
UBE2B	1.16170651408048
AC109454.2	7.91979305869151
CDKN2AIPNL	7.38615110709313
AC109454.3	54.7631262803708
AC005355.1	25.8005117630337
JADE2	3.39468722479001
SAR1B	2.45278471447648
SEC24A	2.52655637174206
CAMLG	2.76394308728808
DDX46	1.34595288236338
C5orf24	2.9405882543763
TXNDC15	3.21465601475033
PCBD2	2.042319357141
C5orf66	3.10773147285842
H2AFY	0.736039082527519
TIFAB	8.52933424639797
TGFBI	1.30028902476292
SMAD5	3.06086047297511
SPOCK1	2.91201443722976
KLHL3	8.19643167524293
HNRNPA0	2.34636241129646
AC106791.1	6.34503540980392
MYOT	54.7631262803715
PKD2L2	4.04779176340248
FAM13B	1.25098875786626
AC113382.1	0
NME5	54.7631262803709
BRD8	3.78901296229857
CDC23	4.67155511325631
GFRA3	0
CDC25C	54.76312628037
FAM53C	1.88238988033891
KDM3B	1.26782177200142
EGR1	3.03594572771338
ETF1	1.13675727142752
HSPA9	1.36203902729639
CTNNA1	1.17351865939907
LRRTM2	0
SIL1	1.4225749402951
AC011405.1	4.44488782253483
MATR3	0
SNHG4	54.7631262803718
MATR3.1	4.11846724710368
PAIP2	1.61623892067851
AC135457.1	0
SLC23A1	54.7631262803703
MZB1	10.4933688541534
SPATA24	38.7169192114009
DNAJC18	7.92650369174623
TMEM173	2.34785412474034
UBE2D2	1.23011109694013
CXXC5	3.71374236538792
AC008667.1	54.7631262803705
NRG2	54.7631262803707
MALINC1	54.7631262803701
PURA	2.21838753212062
IGIP	10.3025499513402
AC011379.2	8.32435792360073
CYSTM1	1.89319725369938
AC011379.1	9.2040187792478
PFDN1	2.07902265232228
HBEGF	3.31990153580619
AC008438.1	6.36027536008797
ANKHD1	0.7371011518678
SRA1	1.85513972267415
EIF4EBP3	4.7688802672366
APBB3	5.06981880094565
SLC35A4	3.9401357968649
CD14	1.00327941274367
NDUFA2	2.32805734799386
TMCO6	6.79094455665513
IK	1.95248710782419
WDR55	3.71383354266544
DND1	0
HARS	3.73145716666423
HARS2	3.8408438347299
ZMAT2	2.54075624589166
TAF7	2.36217727535124
AC005618.4	0
DIAPH1	0.794805237977983
AC008781.2	4.13717994456432
AC008781.1	9.48202338433844
HDAC3	2.82523007199658
RELL2	7.18548893559241
FCHSD1	5.14900535043733
ARAP3	3.67043695276356
AC005740.5	0
DELE1	2.43099281814546
PCDH12	38.7169192113982
RNF14	3.83625106392404
AC005740.3	54.763126280371
GNPDA1	4.67805122440503
NDFIP1	1.19749678544636
SPRY4-AS1	0
FGF1	0
LINC01844	54.7631262803701
ARHGAP26	0.245108175335946
ARHGAP26-AS1	3.0018165016338
ARHGAP26-IT1	0
NR3C1	0.643525162358131
AC008696.2	10.0030239928579
YIPF5	3.4607157366117
KCTD16	0
AC132803.1	0
PRELID2	6.95712863504304
PLAC8L1	38.7169192113991
AC091887.1	8.60230636417874
LARS	1.83593307640374
RBM27	1.63825674888066
TCERG1	1.20369006153089
PPP2R2B	9.31951751184847
DPYSL3	38.7169192114004
JAKMIP2-AS1	0
JAKMIP2	24.4744710495535
AC011346.1	7.25512668791522
FBXO38	1.88635189199211
AC114939.1	9.94985816797487
ADRB2	3.10211612371122
SH3TC2	10.908697437665
GRPEL2	54.7631262803719
PCYOX1L	5.14500055778835
CSNK1A1	0.7770455837038
ARHGEF37	4.31690107290799
PPARGC1B	1.69575126548186
PDE6A	8.10347706378655
SLC26A2	4.82457776915801
TIGD6	54.7631262803705
HMGXB3	2.35919139782814
CSF1R	1.58966041446502
PDGFRB	0
SLC6A7	0
TCOF1	1.83215691204769
CD74	0.330881348588581
RPS14	0.49610479031806
NDST1-AS1	0
NDST1	2.39415559678324
RBM22	2.84443900316458
DCTN4	1.36287639215972
SMIM3	7.84217274697353
IRGM	0
ZNF300	0
TNIP1	2.01185776657313
ANXA6	2.42774124097246
CCDC69	1.29460583490944
GM2A	2.44914452068826
SLC36A1	1.94460284397036
FAT2	38.7169192114009
AC011337.1	0
SPARC	0
CLMAT3	54.7631262803714
AC011374.2	0
ATOX1	2.0935308081934
AC091982.1	10.3611771545927
G3BP1	2.03217288526069
GLRA1	0
LINC01933	0
AC008571.2	0
LINC01470	0
GRIA1	0
FAM114A2	5.16282453033056
MFAP3	4.87225886496292
GALNT10	1.83375378362555
SAP30L-AS1	3.634761055932
SAP30L	4.06416982510031
LARP1	1.18645469717187
FAXDC2	6.20246682278236
CNOT8	1.71098857431415
GEMIN5	4.69800806900286
MRPL22	4.34230723934017
SGCD	54.7631262803715
TIMD4	0
HAVCR1	38.7169192114009
HAVCR2	2.07662174094476
AC011377.1	9.78641255785524
MED7	5.31725322642676
ITK	3.76532905127081
AC010609.1	6.33272648354504
CYFIP2	2.57497487760657
AC008676.1	38.7169192113993
ADAM19	2.2137904803094
SOX30	0
THG1L	5.16300336046996
LSM11	8.94878519914275
CLINT1	1.2036098427697
LINC02227	0
AC091939.1	0
EBF1	10.9680620417119
RNF145	1.42796445724454
UBLCP1	3.26376508461224
AC008691.1	15.779724149699
LINC01847	0
TTC1	1.69043826736107
PWWP2A	1.76412604606249
FABP6	0
CCNJL	0
ZBED8	54.7631262803714
SLU7	1.91205451977877
PTTG1	9.20401877924775
MIR3142HG	0
ATP10B	0
GABRA6	0
AC113414.1	6.51565526813059
CCNG1	4.7777049815971
NUDCD2	5.36666853612973
HMMR	31.6069577408127
MAT2B	2.63715727521295
AC109466.1	0
AC008415.1	0
TENM2	0
WWC1	0
RARS	1.8738166381603
PANK3	2.89352738109797
SLIT3	0
SPDL1	10.4933688541534
DOCK2	0.338190560686015
AC008680.1	54.7631262803704
INSYN2B	1.70737582292257
C5orf58	6.24200524134653
LCP2	0.698850093087343
LINC01366	7.68112446946453
AC034199.1	0
KCNIP1	8.70285646610901
KCNMB1	2.74262492968442
AC008619.1	0
RANBP17	8.24225416925943
NPM1	1.71059435286191
FBXW11	1.26264785905354
STK10	0.599936365447119
UBTD2	3.3215831246492
SH3PXD2B	5.48880069236212
AC022217.2	31.6069577408126
AC022217.3	0.661868329200487
DUSP1	0.355999375591296
ERGIC1	1.27157296633574
AC008429.1	0
AC008429.3	0
RPL26L1	5.21299172344088
ATP6V0E1	1.6095144545156
CREBRF	1.30043791467346
AC008378.1	54.7631262803706
BNIP1	5.31725322642674
BOD1	6.90250849833248
LINC01485	0
CPEB4	1.3290214903103
LINC01951	0
SFXN1	4.12448709136078
HRH2	1.10973558176951
CPLX2	31.6069577408127
AC138965.2	0
THOC3	4.47442835872594
FAM153B	0
SIMC1	2.07731124168375
KIAA1191	5.45635556411749
AC138956.1	11.9103662909683
AC138956.2	27.3678597963602
ARL10	7.0377608458222
NOP16	5.05363705636805
HIGD2A	2.00671906208802
CLTB	2.61831814105844
FAF2	1.85589527480606
RNF44	2.33695578253281
CDHR2	4.71670384922263
GPRIN1	0
TSPAN17	4.54148845195465
UNC5A	0
HK3	1.43326896789644
UIMC1	1.37443775356879
ZNF346	3.35079184255313
NSD1	1.03603752190714
AC146507.3	0
RAB24	3.04848698481291
MXD3	4.13352226800713
PRELID1	1.9705245682562
LMAN2	2.14313323866555
RGS14	2.91534045869502
F12	0
GRK6	1.95864382380533
PRR7-AS1	7.92650369174609
PRR7	5.74059004117331
DBN1	54.7631262803708
PDLIM7	3.70007722880076
AC145098.1	0
DOK3	1.76441811431745
DDX41	3.94517016057889
FAM193B	2.21272634332278
TMED9	2.18316211226401
B4GALT7	5.86256290144477
AC139795.2	6.40790694055026
FAM153A	8.66893291087053
AC140125.3	54.763126280372
AC106795.3	8.74991817815123
FAM153CP	6.88380480536874
N4BP3	0
RMND5B	2.98686450815424
NHP2	3.48486099474955
HNRNPAB	2.15425047299046
PHYKPL	1.13490546373918
COL23A1	7.5986471174961
CLK4	2.50308758222643
ZNF354A	3.47337876847285
ZNF354B	5.40675192738202
ZNF879	9.07375385620903
ZNF354C	8.86670229588745
ADAMTS2	54.7631262803714
RUFY1	1.85147383932293
AC136604.2	5.10568524594856
HNRNPH1	0.986289278674324
AC136604.3	0
CANX	1.52205278060355
MAML1	2.27744673320416
LTC4S	0
MGAT4B	3.95679927933507
SQSTM1	1.17768824797591
MRNIP	5.44030080435661
TBC1D9B	2.29206432733656
RNF130	0.585352623648864
AC010285.3	7.25059314622454
RASGEF1C	0
MAPK9	3.21223395989965
AC008610.1	0
GFPT2	0
AC034213.1	0
CNOT6	2.40629198008623
SCGB3A1	10.760153077655
MGAT1	1.3645626729672
HEIH	4.2170536182242
LINC00847	6.18772768766639
ZFP62	6.66318889737752
LINC01962	0
AC008443.5	54.763126280371
TRIM7	8.39215382453563
TRIM41	4.07699695114819
RACK1	0.904459013696483
AC008443.1	4.3005510419685
TRIM52	3.51282299557065
TRIM52-AS1	7.6811244694645
AC138035.1	0
AL365272.1	6.02278778914789
DUSP22	2.05917958989735
IRF4	4.80916215386982
AL512308.1	0
EXOC2	1.5029353842132
AL031770.1	54.7631262803722
AL357054.2	54.7631262803707
AL357054.4	0
GMDS	1.10470628731962
AL035693.1	0
GMDS-DT	1.3564669154296
AL031768.2	10.3025499513402
MYLK4	8.52933424639801
WRNIP1	2.60754770581028
SERPINB1	1.4359787612037
SERPINB9P1	4.64478666560617
SERPINB9	1.75315117216287
SERPINB6	1.80164938947758
LINC01011	54.763126280371
NQO2	2.79496333877143
AL133351.1	0
RIPK1	1.45517426475866
AL031963.3	8.01355507873128
BPHL	7.60415691555415
AL031963.1	0
TUBB2A	6.99453609575708
PSMG4	4.05075789691652
SLC22A23	10.0030239928577
AL033523.1	0
PXDC1	0
FAM50B	0
AL138831.1	54.7631262803719
PRPF4B	0.927813939561681
FAM217A	3.7804966869998
C6orf201	0
ECI2	4.34254534304237
AL162718.1	11.0629951207578
CDYL	1.09233844853011
RPP40	54.7631262803707
AL359643.3	38.7169192113994
LYRM4	2.8469619678754
FARS2	1.48883178476479
AL021328.1	0
AL022097.1	6.48739209662149
AL136307.1	0
NRN1	54.7631262803714
F13A1	2.40047636994408
LY86-AS1	3.72640159955701
AL162719.1	31.6069577408126
LY86	1.24936232826629
AL031123.1	5.33360769523924
AL031123.4	54.7631262803714
AL031123.5	54.7631262803719
AL136361.1	0
RREB1	0.925165815751277
AL355336.1	0
SSR1	1.94849545527615
AL139095.4	5.39225828742276
CAGE1	9.20401877924767
RIOK1	3.10281044551255
DSP	0
SNRNP48	3.77330148539227
BMP6	54.7631262803713
TXNDC5	3.81363718436449
BLOC1S5	4.08777606547216
EEF1E1	4.73730946289711
AL355499.1	0
SLC35B3	2.62629265714487
HULC	7.17041539210339
GCNT2	1.16257631402135
AL358777.1	0
C6orf52	0
PAK1IP1	3.75201578527182
TMEM14C	5.03730873674258
TMEM14B	2.36928850015514
MAK	3.44372591948088
SYCP2L	4.09751712682561
ELOVL2	0
SMIM13	4.03341281384523
ERVFRD-1	54.7631262803713
AL139807.1	2.11778298925348
NEDD9	0.758009913740964
AL022098.1	8.9487851991427
AL445430.2	54.7631262803701
TMEM170B	1.14317594388679
ADTRP	8.82876229395337
HIVEP1	1.38884307757598
EDN1	0
PHACTR1	1.75967805008654
AL008729.1	0
TBC1D7	3.83245239559814
GFOD1	3.16844980877698
SIRT5	4.24484972430883
AL441883.1	38.7169192113995
NOL7	2.26780634948057
RANBP9	1.52602155379539
Z93020.1	9.20401877924785
MCUR1	4.75289830812889
CD83	0.750680815247199
AL133259.1	9.78641255785538
AL009177.1	54.7631262803714
AL138720.1	2.76665063431137
AL136162.1	0
JARID2	0.504919597694506
JARID2-AS1	9.33996629396498
DTNBP1	1.284073614994
AL021978.1	0
MYLIP	1.54237919781992
GMPR	4.26782024949158
ATXN1	0.703463766081046
AL137003.1	0
AL136305.1	0
CAP2	0
AL138824.1	54.7631262803701
FAM8A1	3.13393197618488
NUP153	1.52786894999753
AL138724.1	0
KIF13A	0.771111472509387
NHLRC1	0
TPMT	2.22595592665038
KDM1B	1.16920522409669
DEK	1.03549425430073
RNF144B	1.47911713109589
MIR548A1HG	54.7631262803722
AL022068.1	0
MBOAT1	1.37914725485791
AL158198.1	7.27504629014651
AL132775.1	31.6069577408126
E2F3	1.37258912626448
E2F3-IT1	9.2040187792477
CDKAL1	0.958789188283816
AL513188.1	4.73339320782028
AL512380.2	11.376926806278
SOX4	2.59372865395044
CASC15	6.64947488030683
AL035401.1	0
MRS2	4.14209980585052
GPLD1	0
ALDH5A1	54.7631262803708
KIAA0319	0
TDP2	3.23656987001735
ACOT13	4.07453016484449
AL031775.1	0
C6orf62	1.35214720070356
GMNN	6.61228524578734
ARMH2	10.4933688541535
RIPOR2	0.377353742420421
AL133268.4	5.31725322642676
CARMIL1	1.8731008712343
TRIM38	1.11307031356585
U91328.2	9.20401877924775
U91328.1	0
HIST1H3A	0
HIST1H4A	0
HIST1H4B	0
HIST1H1C	3.41610530625096
HFE	5.10284221206094
HIST1H4C	2.21891924286427
HIST1H2BC	5.11964037012859
HIST1H2AC	3.24489249145881
HIST1H1E	2.89384994939742
HIST1H2BD	5.0850372534526
AL353759.1	5.53100899641973
HIST1H2BE	5.08390349355256
HIST1H3D	7.45677184327822
HIST1H2AD	0
HIST1H2BF	0
HIST1H4E	5.12468337374769
HIST1H2BG	9.67916720975173
HIST1H2AE	0
HIST1H3E	0
HIST1H1D	4.10115618753094
HIST1H4F	0
HIST1H2BH	0
HIST1H2BI	0
HIST1H4H	9.11731199240874
BTN3A2	1.67771801871184
BTN2A2	3.12745481137016
BTN3A1	1.65826033311315
BTN3A3	2.95672535573034
BTN2A1	2.11413509092808
HCG11	5.18782589244882
HMGN4	2.73181336364362
AL121936.1	0
ABT1	4.55351413061006
ZNF322	4.0585794119925
HIST1H2BJ	0
HIST1H2AG	54.7631262803705
HIST1H2AH	0
ZNF184	8.29259404902155
AL021918.5	9.94985816797458
AL009179.2	0
HIST1H3H	0
HIST1H4J	0
HIST1H2BN	3.56880158777798
HIST1H2AK	0
HIST1H2AL	0
HIST1H1B	0
HIST1H3I	0
HIST1H4L	0
HIST1H3J	8.49531672671
ZSCAN16-AS1	3.35900194224582
AL121944.1	4.876923747846
ZNF165	54.7631262803701
ZSCAN16	7.31745359086068
AL358933.1	0
ZKSCAN8	4.22679357352704
ZSCAN9	4.95978252454251
ZKSCAN4	7.76042286524845
NKAPL	9.63066336593266
ZSCAN26	7.11611081148467
PGBD1	24.474471049553
ZSCAN31	54.7631262803719
ZKSCAN3	0
ZSCAN12	9.48202338433856
HCG14	54.7631262803704
TRIM27	2.22340378087386
ZNF311	0
GABBR1	1.91890525494264
ZFP57	0
HLA-F	1.14481887397568
HLA-F-AS1	3.97105692808024
AL645939.5	54.7631262803719
HLA-G	54.763126280372
HLA-A	0.367524875800191
ZNRD1	3.6500639552394
PPP1R11	2.98757830336185
TRIM26	1.68912564980149
HCG17	4.34650206334774
HCG18	3.18142286851716
TRIM39	3.66309705268967
RPP21	4.1549139086129
HLA-E	0.404456749786
GNL1	2.76926160845221
PRR3	3.13341851616122
ABCF1	1.8620409120633
PPP1R10	1.30234496463987
MRPS18B	3.68100044755524
ATAT1	5.84497801344673
C6orf136	5.23850890914462
DHX16	3.14648623251855
PPP1R18	2.41665871814186
NRM	5.27575596455623
MDC1	5.15757973307942
MDC1-AS1	54.7631262803709
TUBB	2.86472111561173
FLOT1	2.20476247257968
IER3-AS1	0
IER3	2.68514077955078
HCG20	54.76312628037
LINC00243	6.18392423575479
GTF2H4	8.71336627946293
VARS2	6.50004371325154
CCHCR1	8.19643167524287
TCF19	0
POU5F1	0
PSORS1C3	0
AL662844.4	2.25039820180441
HCG27	3.27943493951479
AL662844.3	0
HLA-C	0.629059873491683
HLA-B	0.330072654592472
AL645933.2	0
MICA	5.13851632793212
HCP5	2.69308613748357
AL645933.3	8.29259404902172
MICB	4.8123719687012
DDX39B	1.16989865778801
ATP6V1G2	54.7631262803709
NFKBIL1	6.59801572171188
LTA	54.7631262803707
TNF	6.81884097102875
LTB	1.99204519147924
LST1	1.11126025658184
NCR3	8.01355507873127
AIF1	0.850680255298616
PRRC2A	2.22541085946198
BAG6	2.33388948402177
APOM	8.19643167524301
C6orf47	5.35622035183449
GPANK1	3.858754846565
CSNK2B	2.58216397023383
LY6G5B	6.10620206093758
LY6G5C	54.7631262803719
ABHD16A	3.03156584932083
DDAH2	5.02699466091782
CLIC1	1.39541911198315
MSH5	4.65502620244581
SAPCD1	0
VARS	4.459764804231
LSM2	4.1707358042189
HSPA1L	0
HSPA1A	2.01217261624146
HSPA1B	4.40567595221914
SNHG32	2.43618019137141
NEU1	3.11090515937515
SLC44A4	0
EHMT2-AS1	38.7169192113995
EHMT2	3.61041947492161
C2	4.41943159009488
C2-AS1	38.7169192113999
CFB	54.7631262803713
NELFE	2.7171039249527
SKIV2L	4.13425738229164
DXO	5.50986076142449
STK19	3.68745439572887
TNXB	9.33996629396476
AL662884.5	7.7867298861123
ATF6B	1.86562036837613
FKBPL	0
PPT2	0
EGFL8	54.7631262803718
AGPAT1	5.10766559598761
RNF5	5.0157187425868
AGER	4.70365072687361
PBX2	2.72497640104911
GPSM3	1.45452182127118
NOTCH4	8.82876229395337
TSBP1-AS1	38.7169192114001
TSBP1	54.7631262803713
HLA-DRA	0.498897225586185
HLA-DRB5	1.13939544527817
HLA-DRB1	0.768151121351678
HLA-DQA1	1.41502837700301
HLA-DQB1	0.863176210294384
HLA-DQB1-AS1	0
HLA-DQA2	4.0153434867545
HLA-DQB2	5.56187382186859
HLA-DOB	6.28810078579732
TAP2	1.64337779246223
PSMB8	1.48829807770166
PSMB8-AS1	3.01588702628304
PSMB9	1.02263822795284
TAP1	1.45825111887255
HLA-DMB	1.34357781811859
HLA-DMA	1.56376347776527
BRD2	1.312687095323
HLA-DOA	6.31398510186243
HLA-DPA1	1.15220473711959
HLA-DPB1	1.11744231747623
COL11A2	0
RXRB	3.31747874329764
SLC39A7	4.91054637436403
HSD17B8	10.6950593573848
RING1	3.50465960330606
HCG25	5.34347373932418
VPS52	3.38414759834712
RPS18	0.50417177724467
B3GALT4	4.32808485402334
WDR46	3.37137411673442
PFDN6	3.22585882177264
RGL2	3.09324512594886
TAPBP	0.990973883368273
ZBTB22	6.66318889737751
DAXX	4.05772288335551
KIFC1	0
PHF1	3.35807841083649
CUTA	2.67274883121429
SYNGAP1	6.64863887015141
SYNGAP1-AS1	6.39206337986017
ZBTB9	0
BAK1	3.90117799601832
ITPR3	6.09019354746769
UQCC2	4.34390207276779
IP6K3	0
LEMD2	2.40026595145337
HMGA1	3.96963536766744
SMIM29	4.45794257318228
AL354740.1	3.33436461174956
NUDT3	1.82018484676457
RPS10-NUDT3	6.60099148592195
RPS10	0.931367778938123
PACSIN1	54.7631262803713
ILRUN	1.78618885357583
AL451165.2	7.21022898573139
SNRPC	2.873666325914
UHRF1BP1	2.1527650709821
TAF11	2.05720975352537
ANKS1A	1.19387988223771
AL591002.1	8.01355507873123
SCUBE3	0
ZNF76	3.14824155969368
DEF6	1.96876399163756
PPARD	2.14212520455146
FANCE	54.7631262803707
RPL10A	0.947620543889011
TEAD3	54.7631262803721
FKBP5	0.889077380945241
AL033519.5	0
AL157823.2	0
ARMC12	54.7631262803713
LHFPL5	5.59804859937148
SRPK1	2.33084980023349
SLC26A8	6.1837575326723
MAPK14	0.79583015535678
MAPK13	6.97809213891402
Z84485.1	6.24131784643787
BRPF3	6.21121037331521
PNPLA1	38.7169192114008
ETV7	4.66392677618986
Z84484.1	54.7631262803702
PXT1	7.76042286524845
KCTD20	1.75431696362769
STK38	0.885339084136835
SRSF3	1.25029637418716
CDKN1A	2.92691186914633
RAB44	4.23655415043559
CPNE5	7.18548893559242
PPIL1	7.84217274697362
C6orf89	2.2586183795782
PI16	54.7631262803706
MTCH1	1.70777174158781
FGD2	0.944718818380312
PIM1	3.00546870238088
TBC1D22B	2.92755135325376
AL096712.2	54.763126280372
RNF8	4.16837299719803
CMTR1	2.26682450318936
CCDC167	5.43498484455268
MDGA1	54.763126280371
AL121574.1	7.92650369174615
ZFAND3	0.369087541315017
BTBD9	0.940629644849548
GLO1	2.91408733698632
DNAH8	0
SAYSD1	7.00973430187552
KCNK5	54.7631262803714
KIF6	0
UNC5CL	0
OARD1	2.86427752675438
APOBEC2	9.07375385620894
NFYA	2.48165756000492
AL031778.1	0
TREML2	54.7631262803705
TREML4	5.77743187971677
TREM1	1.12146790854465
FOXP4	6.83735129391244
TFEB	1.78686949028013
AL035588.1	8.49531672671
FRS3	0
PRICKLE4	0
TOMM6	2.11992567185366
USP49	2.72461955681775
AL160163.1	0
MED20	6.72905158211451
BYSL	8.8287622939535
CCND3	1.41891286092773
AL513008.1	54.7631262803703
TAF8	2.90322645650249
C6orf132	38.7169192113995
GUCA1B	6.23192596013554
MRPS10	3.26868914718682
TRERF1	1.25312264361505
UBR2	0.771389137836958
PRPH2	54.7631262803716
TBCC	5.48544559529714
BICRAL	1.30661258177223
RPL7L1	2.19424167234688
C6orf226	6.63797006529402
AL035587.2	7.76042286524844
CNPY3	1.41871049281901
AL035587.1	2.93376774001974
GNMT	0
PEX6	2.87788956794586
PPP2R5D	5.08619296912027
MEA1	4.9597825245425
KLHDC3	3.72462774060866
RRP36	2.76382702359736
CUL7	6.10097651703829
KLC4	5.16300336046995
MRPL2	4.29688310437644
PTK7	0
SRF	3.99024450290133
CUL9	3.36178379814835
AL133375.1	0
DNPH1	4.24515831186904
TTBK1	0
CRIP3	0
ZNF318	3.4303699802514
AL359813.1	10.0030239928576
ABCC10	3.307127496395
DLK2	0
TJAP1	3.58271110166606
POLR1C	3.04588129224824
YIPF3	3.14840934771859
AL355802.3	0
XPO5	3.12621490211036
POLH	5.43172298622488
POLH-AS1	38.7169192113997
GTPBP2	2.7282461181067
MAD2L1BP	5.45732459947672
RSPH9	54.763126280371
MRPS18A	4.04984524155048
VEGFA	4.29103409008197
AL136131.3	0
AL109615.3	0
AL109615.2	0
AL109615.4	0
MRPL14	3.58678474957838
TMEM63B	3.33655471721742
SLC29A1	7.09894300733236
HSP90AB1	1.32593061933651
SLC35B2	7.25059314622453
NFKBIE	3.58627805030015
TMEM151B	54.7631262803706
TCTE1	54.7631262803708
AARS2	5.39183798620066
CDC5L	1.78530702820122
AL133334.1	54.7631262803705
SUPT3H	2.24608792896433
RUNX2	2.03855007381191
AL096865.1	0
RUNX2-AS1	0
CLIC5	54.7631262803719
AL035701.1	0
ENPP4	38.7169192113992
RCAN2	0
SLC25A27	54.7631262803701
TDRD6	31.6069577408127
PLA2G7	3.01262703810955
TNFRSF21	7.21891963861912
AL451166.1	0
CD2AP	1.67295951588671
MMUT	3.80852833326378
CENPQ	6.9889885707239
MCM3	5.11435724102398
PAQR8	5.37544657079117
EFHC1	4.45472970274293
TRAM2	3.8854093976355
TRAM2-AS1	0
TMEM14A	54.7631262803707
ICK	3.66719693204834
FBXO9	1.6171202194362
